station_id,2549,57,30,1,2,3,4,2014,9129,40,44,9132,9131,17,9,15,9130,7,16,2015,43,55,49,22,66,41,38,9125,20,42,28,61,2010,47,46,2008,11,48,9118,10,51,13,60,1030,69,14,9128,2011,2016,59,58,2507,9121,67,65,1029,2013,37,19,70,71,68,64,45
2549,0,743,6085,1981,1786,231,1486,3978,4182,4256,3732,3653,3679,3530,4029,3515,3185,3574,3464,6921,5866,6566,6622,6712,6750,6799,6767,6812,6742,8982,4677,4083,3708,4077,5140,6376,3777,6830,4982,4258,5455,4744,5684,6372,5554,4670,5049,2274,2707,3149,3448,2529,6720,5650,4919,7943,6350,6089,4914,5792,6518,2393,1814,2993
57,743,0,5695,1820,1442,974,1116,3821,3851,4099,3575,3496,3522,3374,3872,3358,3200,3417,3308,6484,5710,6409,6466,6555,6593,6694,6610,6655,6305,8545,4734,4140,3765,4134,5033,6432,3908,6872,5039,4251,4782,4307,5242,5699,5200,4227,4376,1481,1964,2406,2705,1786,6761,5691,4762,7985,6282,6003,4757,5834,6437,1719,1379,2320
30,6085,5695,0,7522,7120,6059,6571,2231,1977,1943,2395,2328,2464,2573,2041,2540,3030,2370,2532,1128,407,833,890,980,1032,1304,1037,1095,1437,3295,3719,2774,3052,2997,1831,2727,2412,2520,3968,1938,3268,1849,1851,2884,2157,2332,3225,6420,5133,5707,5422,5515,2273,1683,1423,2747,1552,1273,1248,1384,1602,4187,4310,3454
1,1981,1820,7522,0,412,2078,1043,5528,5678,5806,5282,5203,5229,5081,5579,5065,4994,5124,5014,8310,7413,8116,8172,8262,8300,8400,8317,8362,8132,10372,6486,5892,5517,5886,6949,8184,5585,8639,6791,5958,6427,6134,7068,7340,6673,6054,6017,1777,3205,3231,3887,2678,8529,7459,6469,9752,7989,7709,6464,7601,8144,3546,3229,4146
2,1786,1442,7120,412,0,1883,630,5150,5276,5428,4904,4825,4851,4703,5202,4687,4529,4746,4637,7908,7011,7738,7795,7884,7922,8023,7939,7984,7730,9970,6063,5469,5094,5463,6362,7762,5237,8201,6368,5580,6025,5732,6667,6938,6271,5652,5616,1364,2803,2960,3403,2277,8090,7020,6091,9314,7611,7332,6086,7163,7767,3144,2851,3745
3,231,974,6059,2078,1883,0,1631,3964,4168,4242,3718,3639,3638,3516,4015,3501,3174,3560,3450,6907,5840,6539,6596,6686,6723,6788,6741,6786,6728,8968,4907,4314,3938,4307,5130,6606,3766,6820,5212,4247,5643,4730,5670,6632,5540,4656,5237,2505,2937,3380,3678,2760,6709,5639,4892,7933,6339,6079,4888,5782,6508,2581,2000,2925
4,1486,1116,6571,1043,630,1631,0,4545,4727,4823,4448,4586,4227,4247,4694,4063,4203,4507,4012,7359,6462,7276,7333,7422,7460,7398,7477,7522,7181,9421,5737,5144,4768,5138,6036,7436,4655,7577,6042,4955,5477,5183,6117,6390,5723,5103,5067,945,2255,2541,2588,1729,7466,6396,5467,8690,6987,6707,5462,6539,7142,2595,2323,3195
2014,3978,3821,2231,5528,5150,3964,4545,0,260,333,164,302,553,398,282,568,1045,344,510,3019,1887,2790,2847,2937,2974,3167,2992,3037,2841,5080,2692,1443,1601,1757,2249,3553,849,3570,2991,1072,2309,843,1845,2806,1715,830,2211,4393,3157,3731,3446,3489,3380,2475,1364,4540,2755,2476,1152,2389,2911,2160,2203,1389
9129,4182,3851,1977,5678,5276,4168,4727,260,0,221,424,571,747,602,240,837,1279,613,779,2765,1631,2445,2502,2591,2629,3045,2646,2691,2587,4827,2693,1401,1769,1758,2166,3431,806,3449,2992,989,2193,589,1597,2558,1474,593,2118,4575,3289,3863,3578,3671,3259,2353,1282,4418,2634,2354,1069,2268,2789,2342,2407,1609
40,4256,4099,1943,5806,5428,4242,4823,333,221,0,498,643,827,676,313,909,1359,685,851,2731,1566,2403,2460,2550,2587,2897,2605,2650,2553,4793,2814,1522,1881,1879,2040,3283,928,3301,3113,863,2417,555,1821,2782,1698,817,2342,4671,3516,4090,3805,3767,3111,2205,1155,4270,2485,2206,943,2120,2641,2438,2480,1667
44,3732,3575,2395,5282,4904,3718,4448,164,424,498,0,268,520,284,345,535,1011,310,477,3183,2192,2891,2948,3037,3075,3267,3092,3137,3005,5245,2698,1448,1606,1763,2349,3653,913,3671,2997,1173,2257,1007,2009,2971,1879,995,2159,4296,3095,3669,3384,3392,3481,2575,1465,4640,2856,2576,1252,2490,3011,2063,1956,1253
9132,3653,3496,2328,5203,4825,3639,4586,302,571,643,268,0,251,418,384,277,743,78,245,3328,2109,2809,2865,2955,2993,3088,3010,3055,3150,5389,2429,1180,1338,1495,2112,3284,645,3387,2728,905,2525,1152,2156,3118,2026,1142,2427,4434,3296,3851,3566,3530,3277,2206,1156,4461,2676,2397,1152,2310,2832,2201,1877,1390
9131,3679,3522,2464,5229,4851,3638,4227,553,747,827,520,251,0,635,577,257,568,293,353,3527,2245,2944,3001,3091,3128,3229,3145,3190,3313,5552,2209,959,1117,1274,2085,3304,486,3407,2508,786,2776,1315,2332,3293,2202,1317,2678,4140,3510,4066,3781,3744,3297,2226,1297,4520,2817,2538,1293,2369,2973,2415,1903,1605
17,3530,3374,2573,5081,4703,3516,4247,398,602,676,284,418,635,0,530,407,903,342,306,3361,2230,3051,3108,3198,3236,3428,3253,3298,3183,5423,2842,1593,1750,1907,2493,3665,1063,3768,3141,1322,2327,1185,2144,3106,2014,1130,2312,4095,2901,3475,3190,3191,3641,2587,1537,4801,3016,2737,1413,2650,3172,1862,1755,1051
9,4029,3872,2041,5579,5202,4015,4694,282,240,313,345,384,577,530,0,653,1109,426,592,2952,1822,2521,2578,2668,2705,2898,2722,2767,2774,5013,2515,1223,1599,1580,1984,3157,629,3301,2814,807,2433,776,1836,2798,1714,832,2357,4543,3418,3992,3707,3638,3111,2079,1095,4271,2486,2207,882,2120,2642,2310,2254,1499
15,3515,3358,2540,5065,4687,3501,4063,568,837,909,535,277,257,407,653,0,560,210,97,3603,2321,3021,3077,3167,3205,3305,3222,3267,3389,5629,2464,1215,1373,1529,2316,3472,685,3575,2763,954,2734,1391,2422,3384,2292,1408,2682,4246,3277,3832,3547,3511,3464,2394,1374,4678,2894,2614,1369,2537,3049,2182,1739,1371
9130,3185,3200,3030,4994,4529,3174,4203,1045,1279,1359,1011,743,568,903,1109,560,0,709,656,4093,2811,3511,3567,3657,3695,3596,3712,3757,3845,6084,2291,1042,1087,1356,2168,3317,678,3628,2590,1159,3268,1847,2864,3825,2734,1849,3030,4022,3506,4208,3903,3740,3517,2447,1833,4741,3147,2886,1859,2590,3316,2411,1785,1600
7,3574,3417,2370,5124,4746,3560,4507,344,613,685,310,78,293,342,426,210,709,0,166,3370,2151,2851,2907,2997,3035,3130,3052,3097,3191,5431,2501,1251,1409,1566,2154,3326,722,3429,2800,984,2567,1194,2198,3159,2068,1184,2469,4356,3217,3773,3488,3451,3319,2248,1198,4503,2718,2439,1193,2352,2874,2123,1799,1312
16,3464,3308,2532,5014,4637,3450,4012,510,779,851,477,245,353,306,592,97,656,166,0,3536,2313,3012,3069,3158,3196,3297,3213,3258,3358,5597,2561,1311,1469,1626,2412,3568,782,3672,2860,1050,2633,1360,2364,3326,2234,1350,2581,4314,3176,3731,3446,3410,3561,2491,1365,4670,2885,2606,1360,2519,3041,2081,1689,1270
2015,6921,6484,1128,8310,7908,6907,7359,3019,2765,2731,3183,3328,3527,3361,2952,3603,4093,3370,3536,0,1332,645,644,668,941,1198,902,1003,1039,2247,4035,3838,4116,4060,2819,2887,3476,2452,4284,3001,3637,2638,2220,3141,2526,3056,3594,7208,5772,6346,6061,6303,2181,2425,2494,2658,1487,1725,2292,2106,1488,4975,5145,4242
43,5866,5710,407,7413,7011,5840,6462,1887,1631,1566,2192,2109,2245,2230,1822,2321,2811,2151,2313,1332,0,741,798,888,925,1197,942,987,1571,3512,3316,2556,2834,2778,1426,2462,2194,2255,3564,1719,3299,1768,1882,2916,2189,2223,3256,6311,5024,5598,5313,5406,2008,1418,1204,2642,1383,1104,1029,1119,1495,4077,4091,3345
55,6566,6409,833,8116,7738,6539,7276,2790,2445,2403,2891,2809,2944,3051,2521,3021,3511,2851,3012,645,741,0,201,301,504,775,505,566,1626,2834,3620,3255,3533,3477,2229,2471,2893,2037,3869,2418,4087,2582,2670,3704,2977,3037,4045,7124,5838,6412,6127,6220,1766,2002,1903,2215,1064,1301,1728,1683,1073,4891,4790,4159
49,6622,6466,890,8172,7795,6596,7333,2847,2502,2460,2948,2865,3001,3108,2578,3077,3567,2907,3069,644,798,201,0,300,419,690,420,481,1626,2834,3535,3312,3589,3534,2254,2386,2950,1952,3784,2475,4144,2638,2727,3761,3034,3094,4101,7181,5895,6469,6184,6277,1681,1918,1960,2130,979,1217,1785,1598,988,4948,4847,4215
22,6712,6555,980,8262,7884,6686,7422,2937,2591,2550,3037,2955,3091,3198,2668,3167,3657,2997,3158,668,888,301,300,0,509,593,378,571,1649,2857,3437,3401,3679,3624,2243,2288,3039,1854,3686,2565,4234,2728,2817,3751,3123,3183,4191,7271,5984,6558,6273,6367,1583,1820,2050,2088,882,1119,1875,1501,890,5038,4937,4305
66,6750,6593,1032,8300,7922,6723,7460,2974,2629,2587,3075,2993,3128,3236,2705,3205,3695,3035,3196,941,925,504,419,509,0,271,305,151,1922,3130,3116,3364,3642,3586,1921,1968,3077,1533,3365,2602,4287,2766,2869,3936,3176,3221,4244,7309,6022,6596,6311,6404,1263,1499,1886,2026,560,798,1912,1179,569,5075,4974,4343
41,6799,6694,1304,8400,8023,6788,7398,3167,3045,2897,3267,3088,3229,3428,2898,3305,3596,3130,3297,1198,1197,775,690,593,271,0,379,422,2194,3170,3051,3299,3576,3521,1856,1902,2944,1468,3300,2673,4558,3037,3141,4207,3447,3492,4515,7485,6293,6867,6582,6581,1197,1433,1821,1961,495,733,2029,1114,504,5252,5075,4442
38,6767,6610,1037,8317,7939,6741,7477,2992,2646,2605,3092,3010,3145,3253,2722,3222,3712,3052,3213,902,942,505,420,378,305,379,0,456,1941,2874,3204,3462,3740,3684,2019,2055,3094,1620,3452,2620,4291,2783,2874,3908,3181,3238,4248,7326,6039,6613,6328,6421,1350,1597,1984,1790,658,896,1929,1277,657,5092,4991,4360
9125,6812,6655,1095,8362,7984,6786,7522,3037,2691,2650,3137,3055,3190,3298,2767,3267,3757,3097,3258,1003,987,566,481,571,151,422,456,0,1985,3193,3267,3501,3779,3724,2072,2119,3139,1684,3516,2665,4349,2828,2932,3998,3238,3283,4306,7371,6084,6658,6373,6466,1414,1650,2037,2177,711,949,1974,1330,720,5137,5036,4405
20,6742,6305,1437,8132,7730,6728,7181,2841,2587,2553,3005,3150,3313,3183,2774,3389,3845,3191,3358,1039,1571,1626,1626,1649,1922,2194,1941,1985,0,2745,4924,3744,4021,3966,3021,3981,3382,3456,5158,2907,3146,2459,1717,2426,2024,2735,3092,7030,5569,6143,5857,6125,3185,2937,2425,3697,2483,2527,2198,2638,2492,4796,4967,4064
42,8982,8545,3295,10372,9970,8968,9421,5080,4827,4793,5245,5389,5552,5423,5013,5629,6084,5431,5597,2247,3512,2834,2834,2857,3130,3170,2874,3193,2745,0,6102,5983,6261,6206,4917,4953,5621,4519,6351,5147,4710,4699,3789,3568,4096,4840,5144,9269,7808,8059,7774,8365,4236,4495,4665,4616,3556,3794,4438,4176,3555,7036,7207,6304
28,4677,4734,3719,6486,6063,4907,5737,2692,2693,2814,2698,2429,2209,2842,2515,2464,2291,2501,2561,4035,3316,3620,3535,3437,3116,3051,3204,3267,4924,6102,0,1255,1352,1051,1860,1713,1850,2200,352,2134,4877,3150,4290,5251,4158,3274,4799,5790,5704,6273,5988,5918,2356,2077,2815,3314,2670,2563,2784,2402,2712,4552,3945,3812
61,4083,4140,2774,5892,5469,4314,5144,1443,1401,1522,1448,1180,959,1593,1223,1215,1042,1251,1311,3838,2556,3255,3312,3401,3364,3299,3462,3501,3744,5983,1255,0,376,320,1440,2589,595,3296,1554,954,3628,1927,2998,3959,2909,2025,3550,4814,4468,5024,4739,4702,3186,2111,1539,4409,2850,2589,1603,2313,3018,3373,2577,2563
2010,3708,3765,3052,5517,5094,3938,4768,1601,1769,1881,1606,1338,1117,1750,1599,1373,1087,1409,1469,4116,2834,3533,3589,3679,3642,3576,3740,3779,4021,6261,1352,376,0,339,1718,2867,900,3574,1651,1232,3943,2286,3354,4316,3224,2340,3765,4821,4352,5081,4790,4529,3464,2388,1817,4687,3127,2867,1881,2591,3296,3200,2537,2562
47,4077,4134,2997,5886,5463,4307,5138,1757,1758,1879,1763,1495,1274,1907,1580,1529,1356,1566,1626,4060,2778,3477,3534,3624,3586,3521,3684,3724,3966,6206,1051,320,339,0,1663,2479,915,3026,1350,1176,3942,2192,3355,4316,3223,2339,3864,5190,4690,5338,5053,4867,3113,2333,1762,4337,3072,2812,1826,2535,3241,3539,2876,2877
46,5140,5033,1831,6949,6362,5130,6036,2249,2166,2040,2349,2112,2085,2493,1984,2316,2168,2154,2412,2819,1426,2229,2254,2243,1921,1856,2019,2072,3021,4917,1860,1440,1718,1663,0,1380,1732,1821,2109,1429,4340,2313,3333,4220,3639,2739,4264,5942,5371,5926,5641,5605,1711,635,1033,2934,1407,1146,1236,838,1575,4276,3706,3465
2008,6376,6432,2727,8184,7762,6606,7436,3553,3431,3283,3653,3284,3304,3665,3157,3472,3317,3326,3568,2887,2462,2471,2386,2288,1968,1902,2055,2119,3981,4953,1713,2589,2867,2479,1380,0,2873,894,1773,2585,5599,3582,4323,5351,4629,3999,5524,7091,6543,7099,6814,6777,1172,1186,2205,1959,1522,1668,2415,1481,1563,5448,4854,4638
11,3777,3908,2412,5585,5237,3766,4655,849,806,928,913,645,486,1063,629,685,678,722,782,3476,2194,2893,2950,3039,3077,2944,3094,3139,3382,5621,1850,595,900,915,1732,2873,0,2976,2149,562,3000,1332,2403,3364,2281,1398,2923,4569,3939,4495,4210,4173,2865,1795,1216,4089,2495,2235,1241,1938,2664,2844,2332,2034
48,6830,6872,2520,8639,8201,6820,7577,3570,3449,3301,3671,3387,3407,3768,3301,3575,3628,3429,3672,2452,2255,2037,1952,1854,1533,1468,1620,1684,3456,4519,2200,3296,3574,3026,1821,894,2976,0,2448,2688,5534,3600,4116,5150,4423,4016,5542,7490,6646,7301,7016,6880,298,1212,2228,1231,1087,1275,2433,1325,962,5552,5253,4741
9118,4982,5039,3968,6791,6368,5212,6042,2991,2992,3113,2997,2728,2508,3141,2814,2763,2590,2800,2860,4284,3564,3869,3784,3686,3365,3300,3452,3516,5158,6351,352,1554,1651,1350,2109,1773,2149,2448,0,2433,5176,3449,4589,5550,4457,3573,5098,6095,5863,6572,6287,6223,2605,2326,3149,3731,2919,2812,3082,2651,2961,4711,4250,4111
10,4258,4251,1938,5958,5580,4247,4955,1072,989,863,1173,905,786,1322,807,954,1159,984,1050,3001,1719,2418,2475,2565,2602,2673,2620,2665,2907,5147,2134,954,1232,1176,1429,2585,562,2688,2433,0,3162,1136,2566,3527,2443,1562,3087,4869,4201,4757,4472,4435,2578,1507,741,3801,2207,1947,767,1650,2376,3106,2632,2296
51,5455,4782,3268,6427,6025,5643,5477,2309,2193,2417,2257,2525,2776,2327,2433,2734,3268,2567,2633,3637,3299,4087,4144,4234,4287,4558,4291,4349,3146,4710,4877,3628,3943,3942,4340,5599,3000,5534,5176,3162,0,2578,1468,1084,1116,1623,569,5259,3350,3814,3529,4220,5286,4522,3455,6002,4661,4382,3242,4397,4817,3142,3943,2862
13,4744,4307,1849,6134,5732,4730,5183,843,589,555,1007,1152,1315,1185,776,1391,1847,1194,1360,2638,1768,2582,2638,2728,2766,3037,2783,2828,2459,4699,3150,1927,2286,2192,2313,3582,1332,3600,3449,1136,2578,0,1981,2942,1858,944,2469,5032,3745,4319,4034,4127,3499,2504,1429,4658,2873,2594,1216,2419,3029,2799,2969,2066
60,5684,5242,1851,7068,6667,5670,6117,1845,1597,1821,2009,2156,2332,2144,1836,2422,2864,2198,2364,2220,1882,2670,2727,2817,2869,3141,2874,2932,1717,3789,4290,2998,3354,3355,3333,4323,2403,4116,4589,2566,1468,1981,0,1038,399,1141,1579,5966,3993,4457,4172,4863,3869,3319,2736,4584,3244,2965,2510,2980,3400,3733,3909,3000
1030,6372,5699,2884,7340,6938,6632,6390,2806,2558,2782,2971,3118,3293,3106,2798,3384,3825,3159,3326,3141,2916,3704,3761,3751,3936,4207,3908,3998,2426,3568,5251,3959,4316,4316,4220,5351,3364,5150,5550,3527,1084,2942,1038,0,1165,2102,1579,6168,4258,4722,4437,5129,4903,4273,3533,5653,4278,3999,3307,4013,4434,4059,4870,3884
69,5554,5200,2157,6673,6271,5540,5723,1715,1474,1698,1879,2026,2202,2014,1714,2292,2734,2068,2234,2526,2189,2977,3034,3123,3176,3447,3181,3238,2024,4096,4158,2909,3224,3223,3639,4629,2281,4423,4457,2443,1116,1858,399,1165,0,1010,1180,5504,3594,4058,3773,4464,4176,3625,2736,4891,3551,3271,2523,3286,3706,3389,3779,2870
14,4670,4227,2332,6054,5652,4656,5103,830,593,817,995,1142,1317,1130,832,1408,1849,1184,1350,3056,2223,3037,3094,3183,3221,3492,3238,3283,2735,4840,3274,2025,2340,2339,2739,3999,1398,4016,3573,1562,1623,944,1141,2102,1010,0,1525,4951,3560,4134,3849,4047,3826,2921,1854,4986,3201,2922,1641,2835,3357,2718,2894,1986
9128,5049,4376,3225,6017,5616,5237,5067,2211,2118,2342,2159,2427,2678,2312,2357,2682,3030,2469,2581,3594,3256,4045,4101,4191,4244,4515,4248,4306,3092,5144,4799,3550,3765,3864,4264,5524,2923,5542,5098,3087,569,2469,1579,1579,1180,1525,0,4845,2936,3400,3114,3806,5351,4446,3379,5959,4726,4447,3167,4360,4882,2736,3412,2558
2011,2274,1481,6420,1777,1364,2505,945,4393,4575,4671,4296,4434,4140,4095,4543,4246,4022,4356,4314,7208,6311,7124,7181,7271,7309,7485,7326,7371,7030,9269,5790,4814,4821,5190,5942,7091,4569,7490,6095,4869,5259,5032,5966,6168,5504,4951,4845,0,1913,1747,2189,1328,7380,6309,5554,8858,7074,6794,5549,6708,7229,2268,2237,3044
2016,2707,1964,5133,3205,2803,2937,2255,3157,3289,3516,3095,3296,3510,2901,3418,3277,3506,3217,3176,5772,5024,5838,5895,5984,6022,6293,6039,6084,5569,7808,5704,4468,4352,4690,5371,6543,3939,6646,5863,4201,3350,3745,3993,4258,3594,3560,2936,1913,0,1084,1031,972,6536,5465,4415,7696,5911,5632,4308,5546,6067,1187,2118,1905
59,3149,2406,5707,3231,2960,3380,2541,3731,3863,4090,3669,3851,4066,3475,3992,3832,4208,3773,3731,6346,5598,6412,6469,6558,6596,6867,6613,6658,6143,8059,6273,5024,5081,5338,5926,7099,4495,7301,6572,4757,3814,4319,4457,4722,4058,4134,3400,1747,1084,0,562,861,7111,6021,4971,8270,6485,6206,4882,6120,6641,1989,2921,2607
58,3448,2705,5422,3887,3403,3678,2588,3446,3578,3805,3384,3566,3781,3190,3707,3547,3903,3488,3446,6061,5313,6127,6184,6273,6311,6582,6328,6373,5857,7774,5988,4739,4790,5053,5641,6814,4210,7016,6287,4472,3529,4034,4172,4437,3773,3849,3114,2189,1031,562,0,1169,6826,5736,4686,7985,6200,5921,4597,5835,6356,1883,2814,2316
2507,2529,1786,5515,2678,2277,2760,1729,3489,3671,3767,3392,3530,3744,3191,3638,3511,3740,3451,3410,6303,5406,6220,6277,6367,6404,6581,6421,6466,6125,8365,5918,4702,4529,4867,5605,6777,4173,6880,6223,4435,4220,4127,4863,5129,4464,4047,3806,1328,972,861,1169,0,6770,5700,4649,7954,6169,5890,4645,5804,6325,1364,2295,2140
9121,6720,6761,2273,8529,8090,6709,7466,3380,3259,3111,3481,3277,3297,3641,3111,3464,3517,3319,3561,2181,2008,1766,1681,1583,1263,1197,1350,1414,3185,4236,2356,3186,3464,3113,1711,1172,2865,298,2605,2578,5286,3499,3869,4903,4176,3826,5351,7380,6536,7111,6826,6770,0,1102,2118,1224,816,1028,2243,1105,748,5441,5143,4630
67,5650,5691,1683,7459,7020,5639,6396,2475,2353,2205,2575,2206,2226,2587,2079,2394,2447,2248,2491,2425,1418,2002,1918,1820,1499,1433,1597,1650,2937,4495,2077,2111,2388,2333,635,1186,1795,1212,2326,1507,4522,2504,3319,4273,3625,2921,4446,6309,5465,6021,5736,5700,1102,0,1128,2325,979,724,1337,319,1148,4371,4072,3560
65,4919,4762,1423,6469,6091,4892,5467,1364,1282,1155,1465,1156,1297,1537,1095,1374,1833,1198,1365,2494,1204,1903,1960,2050,1886,1821,1984,2037,2425,4665,2815,1539,1817,1762,1033,2205,1216,2228,3149,741,3455,1429,2736,3533,2736,1854,3379,5554,4415,4971,4686,4649,2118,1128,0,3193,1409,1130,227,1115,1565,3320,3143,2510
1029,7943,7985,2747,9752,9314,7933,8690,4540,4418,4270,4640,4461,4520,4801,4271,4678,4741,4503,4670,2658,2642,2215,2130,2088,2026,1961,1790,2177,3697,4616,3314,4409,4687,4337,2934,1959,4089,1231,3731,3801,6002,4658,4584,5653,4891,4986,5959,8858,7696,8270,7985,7954,1224,2325,3193,0,1761,2105,3402,2226,1574,6625,6366,5814
2013,6350,6282,1552,7989,7611,6339,6987,2755,2634,2485,2856,2676,2817,3016,2486,2894,3147,2718,2885,1487,1383,1064,979,882,560,495,658,711,2483,3556,2670,2850,3127,3072,1407,1522,2495,1087,2919,2207,4661,2873,3244,4278,3551,3201,4726,7074,5911,6485,6200,6169,816,979,1409,1761,0,321,1617,665,220,4840,4663,4030
37,6089,6003,1273,7709,7332,6079,6707,2476,2354,2206,2576,2397,2538,2737,2207,2614,2886,2439,2606,1725,1104,1301,1217,1119,798,733,896,949,2527,3794,2563,2589,2867,2812,1146,1668,2235,1275,2812,1947,4382,2594,2965,3999,3271,2922,4447,6794,5632,6206,5921,5890,1028,724,1130,2105,321,0,1338,404,477,4561,4384,3751
19,4914,4757,1248,6464,6086,4888,5462,1152,1069,943,1252,1152,1293,1413,882,1369,1859,1193,1360,2292,1029,1728,1785,1875,1912,2029,1929,1974,2198,4438,2784,1603,1881,1826,1236,2415,1241,2433,3082,767,3242,1216,2510,3307,2523,1641,3167,5549,4308,4882,4597,4645,2243,1337,227,3402,1617,1338,0,1252,1773,3316,3139,2505
70,5792,5834,1384,7601,7163,5782,6539,2389,2268,2120,2490,2310,2369,2650,2120,2537,2590,2352,2519,2106,1119,1683,1598,1501,1179,1114,1277,1330,2638,4176,2402,2313,2591,2535,838,1481,1938,1325,2651,1650,4397,2419,2980,4013,3286,2835,4360,6708,5546,6120,5835,5804,1105,319,1115,2226,665,404,1252,0,834,4475,4215,3664
71,6518,6437,1602,8144,7767,6508,7142,2911,2789,2641,3011,2832,2973,3172,2642,3049,3316,2874,3041,1488,1495,1073,988,890,569,504,657,720,2492,3555,2712,3018,3296,3241,1575,1563,2664,962,2961,2376,4817,3029,3400,4434,3706,3357,4882,7229,6067,6641,6356,6325,748,1148,1565,1574,220,477,1773,834,0,4996,4819,4186
68,2393,1719,4187,3546,3144,2581,2595,2160,2342,2438,2063,2201,2415,1862,2310,2182,2411,2123,2081,4975,4077,4891,4948,5038,5075,5252,5092,5137,4796,7036,4552,3373,3200,3539,4276,5448,2844,5552,4711,3106,3142,2799,3733,4059,3389,2718,2736,2268,1187,1989,1883,1364,5441,4371,3320,6625,4840,4561,3316,4475,4996,0,1040,811
64,1814,1379,4310,3229,2851,2000,2323,2203,2407,2480,1956,1877,1903,1755,2254,1739,1785,1799,1689,5145,4091,4790,4847,4937,4974,5075,4991,5036,4967,7207,3945,2577,2537,2876,3706,4854,2332,5253,4250,2632,3943,2969,3909,4870,3779,2894,3412,2237,2118,2921,2814,2295,5143,4072,3143,6366,4663,4384,3139,4215,4819,1040,0,1176
45,2993,2320,3454,4146,3745,2925,3195,1389,1609,1667,1253,1390,1605,1051,1499,1371,1600,1312,1270,4242,3345,4159,4215,4305,4343,4442,4360,4405,4064,6304,3812,2563,2562,2877,3465,4638,2034,4741,4111,2296,2862,2066,3000,3884,2870,1986,2558,3044,1905,2607,2316,2140,4630,3560,2510,5814,4030,3751,2505,3664,4186,811,1176,0
